"id","accident_situation","base_fault_explanation","case_code","legal_reference","modifier_explanation","precedent","usage_note"
121,"⊙직선도로에서 B차량이 오른쪽 차로에 정차중인 A차량 앞으로 진로변경하던 중 출발하는 A차량과 충돌한 사고이다.","⊙도로교통법 제21조 제4항에 따라 정차 후 출발하는 A차량은 B차량의 앞지르기를 방해 하여서는 아니 될 주의의무가 있고, 특히 후행 B차량은 A차량의 정차사실을 신뢰한 채 운행하던 중이므로 정차한 후 전방 및 좌우주시의무를 위반한 채 만연히 출발하는 선행 A차량의 과실이 중하다고 할 것이지만, B차량도 정차 차량의 동태를 살필 주의의무가 인정되는 점을 감안하여 양 차량의 기본과실을 70:30으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차47-2","NaN","NaN","NaN","NaN"
122,"⊙직선도로에서 직진할 예정인 B차량이 전방 또는 오른쪽 버스정류장에서 정차중인 A차량을 추월하여 A차량 앞으로 진로 변경하여 직진을 시도하던 중 출발하는 A차량과 충돌한 사고이다.","⊙도로교통법 제21조 제4항에 따라 정차 후 출발하는 A차량과 직진을 위해 추월을 시도하는 B차량의 경우 양 차량 공히 주의의무가 있으나, ① 본 사고 유형의 경우 사고 지점이 승객 의 승하차를 위한 단시간 내의 정차 및 출발이 예정되어 있는 버스정류장 지점으로서, 정차 및 출발시점을 예측하기 어려운 일반 도로상 일반차량의 정차후 출발사고와는 사고 유형 이 다르다는 점, ② 정차후 출발하는 버스로서는 급제동시 승객의 전도사고 위험성이 상당 히 높아 버스는 즉각적인 제동조치 등이 어려운 점 등 감안하면, 정류장에서 승객의 승하차를 위해 정차중인 버스차량 앞으로 추월하며 진로변경하는 B차량에게 더 많은 주의의무가 요구되는 점을 감안하여 양 차량의 기본과실을 40:60으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차47-3","NaN","NaN","NaN","NaN"
123,"⊙일반 도로 및 고속도로나 자동차전용도로 등 차량이 운행하는 도로에서 후행하는 A차량이 동일방향에서 선행하는 B차량에서 떨어진 낙하물을 충격한 사고이다.","⊙도로교통법 제39조 제4항에 따라 차량의 화물이 떨어지지 아니하도록 덮개를 씌우거 나 묶는 등 확실하게 고정될 수 있도록 필요한 조치를 하여야 할 의무가 있고, 도로를 진 행하는 후행차량이 선행차량에서 떨어지거나 도로상에 이미 떨어져 있는 낙하물에 대한 예견가능성과 회피가능성이 현저히 낮으므로 선행차량의 일방과실로 보아 양 차량의 기본 과실비율을 0:100으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차48-1","NaN","NaN","NaN","NaN"
124,"⊙주차장 내에서 통행로를 주행하는 A차량과 주차구역에서 전진 내지 후진하여 통행로로 출차하는 B차량이 충돌한 사고이다.","⊙주차장 내에서 통행로를 진행 중인 차량과 주차구역에서 주차하였다가 통행로로 출차하는 차량 사이의 사고로서 도로교통법 제18조 제3항의 도로가 아닌 장소에서 도로로 진입 중 사고와 유사하므로 차44-1 기준을 준용하되, 주차구역에서 출차하는 차량을 충분히 예상 할 수 있는 주차장이라는 특성을 감안하여 B차량의 과실을 10% 감산하여 양 차량의 기본 과실비율을 30:70으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차51-1","NaN","NaN","NaN","NaN"
125,"⊙주차구획으로 주차를 하기 위해 후진으로 선행 진입을 시도 중인 A차량의 회전반경 내로 후행하던 B차량이 추월하다가 충돌한 사고이다.","⊙주차장은 기본적으로 주차를 위한 시설인바, 선행 A차량의 주차구획 진입동작이 후행 B차량에 의하여 인식 가능한 상태(비상등 점멸, 방향지시등 작동, 후진등 점등 또는 선행 A차량의 방향상태 등)에 있음을 전제로 주차구획 진입동작을 우선시하여, 후행 B차량의 경우 주차공간을 물색하는 선행 A차량을 뒤따라 진행하는 차량으로서는 항시 주차공간으로 진 입할 것을 예상하여 최소한의 회전반경 내에 접근하지 않을 주의의무가 있음에도 잠시 양보하지 않고 곧바로 뒤따라 우측 방향으로 앞지르기 진행한 점을 고려하여, 양 차량의 기본과실을 40:60으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차51-2","NaN","NaN","NaN","NaN"
126,"⊙B차량이 도로(갓길 포함)에서 주·정차 중에 좌(우)측 문을 열면서 동일 방향 후방에서 진행 해오는 A차량과 B차량의 문이 충돌한 사고이다.","⊙문이 열리는 차량은 문을 열기 전에 후행 차량의 유무 등 안전을 확인해야 할 주의의무가 있으므로 문 열리는 차량인 B차량의 과실이 매우 중하다고 할 것이지만, 후행 차량도 도로 가장 자리에 주·정차한 차량에서 운전자나 탑승객이 내리기 위해 문을 열 가능성을 염두에 두고 전방주시를 철저히 하면서 서행할 의무가 있다는 점을 감안하여 양 차량의 기본 과실 비율을 20:80으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차52-1","NaN","NaN","NaN","NaN"
127,"⊙신호등이 설치된 교차로에서 횡단보도 보행자 적색신호에 횡단하는 A이륜차량과 신호에 따라 정상 직진(좌회전)하는 B차량이 충돌한 사고이다. A차량이 승용차인 경우도 준용한다.","⊙신호기가 있는 교차로에서 신호는 양 차량 운전자가 신뢰하는 것으로, B차량은 A차량이 신호를 위반하여 보행자 횡단보도를 보행자 적색신호에 횡단할 것을 예상하고 주의해야 할 이유가 없으므로 A차량의 일방과실(100:0)로 정한다.","차53-1","NaN","⊙양 차량의 현저한 과실 내지 중과실은 양 차량 진입 시점, 양 차량 진행 속도, 기타 충격부위 등 여러 사정을 비교하여 가감산할 수 있다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
128,"⊙1차로형 회전교차로에서, 먼저 진입하여 회전교차로 내에서 회전 중인 A차량과 회전교차 로로 진입하는 B차량과 충돌한 사고이다. ⊙2차로형 이상의 회전교차로의 경우, 먼저 진입하여 ‘회전교차로 내 우측 가장자리 차로’에서 회전 중인 A차량과 회전교차로로 진입하는 B차량과 충돌한 사고이다. 기본 과실비율 ⊙도로교통법 제25조의2 제2항에 따라 이미 회전교차로에 진입하여 회전차로를 주행 중인 A차량에 통행우선권이 있고, 회전교차로에 진입하는 B차량은 회전 중인 차량의 진행을 방해하지 않도록 양보할 의무가 있으며, 도로교통법 제48조 제1항에 따라 회전 중인 A차량도 진입차량의 주행에 주의하여 사고예방을 위해 감속 또는 제동을 해야하는 안전 운전 의무가 있으므로 양 차량이 기본 과실비율을 20:80으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","차54-1","NaN","NaN","NaN","NaN"
129,"⊙2차로형 회전교차로에서 내부 1차로를 회전 중인 A차량과 회전교차로 내부 2차로를 거쳐 1차로까지 크게 진입(대진입)하는 B차량이 충돌한 사고이다. ⊙3차로 이상 회전교차로에서도 준용된다.","⊙회전교차로에서는 도로교통법 제25조의2 제2항에 따라 회전차량에게 통행우선권이 주어져 있고, 진입차량의 경우 서행 및 양보 의무가 있으며, 급진로변경과 유사한 형태 라는 점을 고려하여 대진입하는 B차량의 과실을 가중하여 양 차량의 기본 과실비율을 10:90으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차54-2","NaN","NaN","NaN","NaN"
130,"⊙2차로형 교차로에서 내부 1차로를 주행하다 2차로로 진출하려는 A차량과 회전교차로로 진입하려는 B차량과의 사고이다. ⊙3차로 이상 회전교차로에서도 준용된다.","⊙회전교차로의 경우 도로교통법 제25조의2 제2항에 따라 진입차량은 진입 시 양보 의무가 명시적으로 규정되어 있어 회전차량에 통행우선권이 주어져 있으나, 회전차량도 진입 하는 차량이 있는지 주의하며 진로변경해야 하므로, 양 차량의 기본 과실비율을 30:70 으로 정한다.","차54-3","NaN","⊙현저한 과실과 중대한 과실은 제3편 제2장 3. 수정요소의 해설 부분을 참조한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
131,"⊙2차로형 회전교차로에서 회전하다가 우측으로 진출하기 위해 진로변경 중인 A차량과 교차로 내에서 회전 중인 B차량이 충돌한 사고이다. ⊙3차로 이상 회전교차로에서도 준용된다.","⊙회전교차로에서는 진출을 위하여 언제든지 진로변경을 할 가능성이 높다는 점이 예견가능 하고, 또한 같이 회전하고 있는 차량끼리 양보 의무가 가중된다고 할 수 있으므로, 일반적인 진로변경 사고보다 진로변경차량의 과실비율을 약간 낮춰서 양 차량의 기본 과실비율을 60:40으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차54-4","NaN","NaN","NaN","NaN"
132,"⊙회전 2차로형 이상 회전 교차로 안으로 양 차량이 동시에 진입하면서, 1차로(좌측)에서 진입하는 A차량과 2차로(우측)에서 진입하는 B차량이 충돌한 사고이다.","⊙양 차량이 회전교차로에 동시에 진입하는 상황으로서 교통안전을 위해 1차로에서 진입한 A차량은 회전 1차로로 진입해야 하므로 우측에서 진입하는 B차량을 살펴야 하고, B차량 역시 좌측에서 교차로 내로 동시 진입하는 A차량을 살펴야 하므로 회전 교차로 진입시 서로 양보할 의무가 있다. 도로교통법 제26조 제3항을 준용 및 회전 교차로 진입 특성상 우조향하면서 반시계방향으로 진행해야 하므로 좌측에 있는 A차량은 우측에 있는 B차량 에 좀 더 주의하여 진입하여야 하므로 양차량의 기본 과실비율을 60:40으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차54-5","NaN","NaN","NaN","NaN"
133,"⊙신호가 있는 교차로에서 A차량은 정상신호에 직진하고 긴급자동차인 B차량은 적색신호에 직진하다 발생하는 사고이다.","⊙A차량은 도로교통법 제29조 제4항에 따라 긴급자동차에 진로를 양보해야 하는 의무가 있다. B차량은 긴급자동차의 우선통행에 대한 요건을 갖추어 주행한 것으로 신호위반 적용이 되지 않고(도로교통법 제30조 4호 참조), 도로교통법 제158조의2에 따라 형을 감경하거나 면제할 수 있다. 다만, B차량도 동법 제29조 제3항에 따른 주의의무가 있는 점을 고려하여 기본 과실비율을 60:40으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차55-1","NaN","NaN","NaN","NaN"
134,"⊙긴급자동차가 도로 중앙 또는 좌측(왼쪽)에서 진행 중 맞은편에서 정상적으로 주행하고 있던 A 차량과 충돌한 사고이다.","⊙A차량은 도로교통법 제29조 제4항에 따라 긴급자동차에 진로를 양보해야 하는 의무가 있 다. B차량은 긴급자동차의 우선통행에 대한 요건을 갖추어 주행한 것으로 도로의 중앙이 나 왼쪽 부분을 통행할 수 있고(도로교통법 제29조 1항 참조), 도로교통법 제158조의2에 따라 형을 감경하거나 면제할 수 있다. 다만, B차량도 동법 제29조 제3항에 따른 주의의무 가 있는 점을 고려하여 기본 과실비율을 60:40으로 정하였다.","차55-2","NaN","⊙긴급자동차는 도로교통법 제30조에 따라 ①속도 제한(다만, 17조에 따라 긴급자동차에 대 하여 속도 제한한 경우에는 예외 있음), ②앞지르기 금지, ③끼어들기 금지, ④신호위반, 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
135,"⊙긴급자동차인 B차량이 도로 중앙, 왼쪽에서 진행 중에, B차량 진행방향으로 정상 신호에 따라 유턴 또는 좌회전하는 A차량과 충돌한 사고이다.","⊙A차량은 도로교통법 제29조 제4항에 따라 긴급자동차에 진로를 양보해야 하는 의무가 있다. B차량은 긴급자동차의 우선통행에 대한 요건을 갖추어 주행한 것으로 도로의 중앙 이나 왼쪽 부분을 통행할 수 있고(도로교통법 제29조 1항 참조), 도로교통법 제158조의 2에 따라 형을 감경하거나 면제할 수 있다. 다만, B차량도 동법 제29조 제3항에 따른 주의 의무가 있는 점을 고려하여 기본 과실비율을 60:40으로 정하였다.","차55-3","NaN","⊙긴급자동차는 도로교통법 제30조에 따라 ①속도 제한(다만, 17조에 따라 긴급자동차에 대 하여 속도 제한한 경우에는 예외 있음), ②앞지르기 금지, ③끼어들기 금지, ④신호위반, 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
136,"⊙신호등 없는 대소로가 교차하는 교차로에서, 긴급자동차 B차량은 소로에서 대로로 진입 하였고, A차량은 대로에서 직진이나 좌회전 주행하던 중 충돌한 사고이다.","⊙운전자는 도로교통법상 교차로나 그 부근에서 긴급자동차 접근시 일시정지 할 의무가 있고 긴급자동차는 교차로 통행우선권이 있다.(제29조 제4항) ⊙A차량이 대로를 주행 중이라 하더라도 도로교통법에 따른 양보를 하지 아니한 과실이 중대하나, B차량도 동법 제29조 제3항에 따른 주의의무가 있는 점을 고려하여 양 차량의 기본 과실비율을 70:30으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차55-4","NaN","NaN","NaN","NaN"
137,"⊙직선도로에서 선행 직진하는 A차량을 긴급자동차인 B차량이 긴급상황으로 추월하다가 발생한 사고이다.","⊙A차량은 도로교통법 제29조 제4항에 따라 긴급자동차에 진로를 양보해야 하는 의무가 있다. B차량은 긴급자동차의 우선통행에 대한 요건을 갖추어 주행한 것으로 긴급자동차는 도로교통법 제22조에서 금지하고 있는 앞지르기가 허용된다(도로교통법 제 30조 9호). 다만, B차량도 동법 제29조 제3항에 따른 주의의무가 있는 점을 고려하여 기본 과실비율을 60:40으로 정하였다.","차55-5","NaN","⊙긴급자동차는 도로교통법 제30조에 따라 ①속도 제한(다만, 17조에 따라 긴급자동차에 대 하여 속도 제한한 경우에는 예외 있음), ②앞지르기 금지, ③끼어들기 금지, ④신호위반, 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
138,"⊙직선도로에서 정상주행하는 A차량과 긴급상황으로 A차량 차로로 진로변경하는 긴급자동차 B차량이 충돌한 사고이다.","⊙A차량은 도로교통법 제29조 제4항에 따라 긴급자동차에 진로를 양보해야 하는 의무가 있다. B차량은 긴급자동차의 우선통행에 대한 요건을 갖추어 주행한 것으로 긴급자동차는 도로 교통법 제22조에서 금지하고 있는 앞지르기가 허용된다(도로교통법 제 30조 9호). 다만, B차량도 동법 제29조 제3항에 따른 주의의무가 있다. 긴급자동차가 A와 같은 방향으로 진행한다는 점에서 A가 회피하기도 쉬운데 일시정지 등을 통해 진로를 양보하지 아니한 과실이 크므로 기본 과실비율을 90:10으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차55-6","NaN","NaN","NaN","NaN"
139,"⊙직선 도로에서 긴급상황으로 직진하는 후행 긴급자동차 B차량과 B차량 차로로 진로변경 하는 선행 A차량이 충돌한 사고이다.","⊙A차량은 도로교통법 제29조 제5항에 따라 긴급자동차가 접근한 경우에는 긴급자동차가 우선통행 할 수 있도록 진로를 양보하여야 함에도 오히려 긴급자동차의 앞쪽으로 진로를 변경함으로써 통행을 방해하는 과실이 중하고, 진로변경하는 차량이 진로변경시 안전거리 확보, 차의 신호 등의 주의의무도 있는 점, B 차량은 긴급상황으로 인해 빠른 속도로 직진 하므로 자신의 앞으로 진로변경하는 차량을 회피하기 어렵다는 점 등을 고려하여 기본 과실비율을 100:0으로 정한다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차55-7","NaN","NaN","NaN","NaN"
140,"⊙신호기에 의해 교통정리가 이루어지고 있지 않고 교차로에서 차량 정체 중인 차량들의 우측과 차·보도의 경계선 또는 차도 우측 가장자리선과의 사이를 이용하여 직진하는 A이륜차와 같은 도로 맞은편 방향에서 좌회전을 하거나 또는 교차로에서 직진하여 정체 차량들 사이를 빠져나가려는 B차량이 충돌한 사고이다.","⊙A이륜차가 안전운전의무를 위반하여 정체차량들의 우측 공간을 이용하며 무리하게 교차 로에 진입한 과실이 매우 크나, 차량 정체 중인 상황에서 정체차량들 사이로 직진 또는 좌회전하여 신호기 없는 교차로를 통과하려는 B차량에도 주의의무가 있다는 점, 이륜차는 차량에 비하여 가해의 위험성이 상대적으로 낮으며, 사고 시 전도의 위험성이 높고 급정차 하기가 어려운 점을 감안하여 양측의 기본 과실비율을 70:30으로 정하였다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","차61-1","NaN","NaN","NaN","NaN"
141,"⊙도로를 진행하다가 주차장, 주유소 등 “도로가 아닌 장소”로 가고자 우회전을 하여 도로를 진출하는 B차량과 차량 정체 등의 이유로 보도(인도)를 진행하는 A이륜차가 충돌한 사고이다.","⊙A이륜차는 차량 정체 등의 이유로 통행이 금지된 보도를 진행한 잘못이 크다고 할 것이나, B차량이 “도로가 아닌 장소”로 진입하기 위하여 보도와 보도 사이로 또는 보도를 횡단하 여 우회전 하는 경우로서 보도쪽을 살펴야 하는 점을 감안하여 양측의 기본 과실비율을 70:30으로 정하였다.","차61-2","NaN","① 이륜차는 법규를 위반하여 보도를 진행하고 있기 때문에 서행을 하고 있는 것을 전제로 하며, 만 약 이륜차의 속도가 서행의 정도를 넘어선다면 A이륜차의 과실을 가산할 수 있다. B차량도 보 도를 통과하므로 서행해야 하는데 서행의 정도를 넘어선다면 B차량의 과실을 가산할 수 있다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
142,"⊙도로에서 후행하여 직진하는 A이륜차와 도로 우측에 정차하여 좌(우)측 문을 개방한 B차량의 좌(우)측 문과 충돌한 사고이다.","⊙차량은 도로의 중앙을 기준으로 우측 부분에 정차하여야 하고 보도는 차량의 우측 문쪽에 설치되어 있기 때문에, 전방에 정차중인 B차량에서 탑승객이 내리는 경우 좌측문보다는 우측문이 개방될 가능성이 높다는 점을 감안할 때, B차량의 우측으로 진행하여 사고위험을 높인 A이륜차의 과실을 10% 높여서 양측의 기본 과실비율을 30:70으로 정하였다.","차61-3","NaN","① 차량의 우측 사이의 폭 또는 간격이 매우 좁아 통상 그곳을 통행하는 것이 예측하기 어려운 상태임에도 무리하게 주행한 경우 등은 중대한 과실로 보아 A이륜차의 과실을 20%까지 가산할 수 있다. 제1장. 자동차와 보행자의 사고 제3장. 자동차와 자전거(농기계 포함)의 사고 목차","NaN","NaN"
143,"⊙거1-1 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 서로 다른 도로를 이용하여 녹색신호에 교차로에 진입하여 직진하는 A자전거와 적색신호에 교차로에 진입하여 직진 하는 B차량이 충돌한 사고이다. 제2장. 자동차와 자동차(이륜차 포함)의 사고 제1장. 자동차와 보행자의 사고 목차","NaN","거1-1","NaN","NaN","NaN","NaN"
144,"⊙거1-2 신호기에 의해 교통정리가 이루어지고 있는 교차로에서 서로 다른 도로를 이용하여 녹색신호에 교차로에 진입하여 직진하는 B차량과 적색신호에 교차로에 진입하여 직진 하는 A자전거가 충돌한 사고이다.","⊙거1-1 도로교통법 제5조에 따라 모든 차량에게 신호기의 신호에 따를 의무가 있으므로, 정상 적인 신호에 교차로에 진입한 A자전거는 신호를 무시하고 교차로에 진입하는 B차량에 대한 예견 및 회피 가능성이 극히 적으므로 신호위반을 한 B차량의 일방과실로 정한다. ⊙거1-2 A자전거가 적색신호에 진입하여 신호위반을 하였으므로 A자전거의 과실이 매우 중하다고 할 것이지만, 자전거는 통상 저속으로 운행하므로 B차량으로서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여 상대방에게 가해의 위험성 이 현저히 낮다는 점을 감안하여 A자전거의 과실을 약간 낮추어 양측의 기본 과실비율을 90:10으로 정하였다. 제2장. 자동차와 자동차(이륜차 포함)의 사고 제1장. 자동차와 보행자의 사고 목차","거1-2","NaN","NaN","NaN","NaN"
145,"NaN","NaN","거1-3","NaN","NaN","NaN","NaN"
146,"NaN","NaN","거1-4","NaN","NaN","NaN","NaN"
147,"⊙신호기에 의해 교통정리가 이루어지고 있는 교차로에서 서로 다른 도로를 이용하여 적색 신호에 교차로에 진입하여 직진하는 A자전거와 적색신호에 진입하여 직진하는 B차량이 충돌한 사고이다.","⊙도로교통법 제5조에 따라 모든 차량은 신호를 준수하여야 하므로, 양측 모두 적색신호에 교차로에 진입하여 신호위반을 하였으나, 자전거는 통상 저속으로 운행하므로 B차량으로 서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여 상대방 에게 가해의 위험성이 현저히 낮다는 점을 감안하여 양측의 기본 과실비율을 30:70으로 정하였다. 제2장. 자동차와 자동차(이륜차 포함)의 사고 제1장. 자동차와 보행자의 사고 목차","거1-5","NaN","NaN","NaN","NaN"
148,"NaN","NaN","거2-1","NaN","NaN","NaN","NaN"
149,"NaN","NaN","거2-2","NaN","NaN","NaN","NaN"
150,"NaN","NaN","거3-1","NaN","NaN","NaN","NaN"
151,"NaN","NaN","거3-2","NaN","NaN","NaN","NaN"
152,"NaN","NaN","거3-3","NaN","NaN","NaN","NaN"
153,"NaN","NaN","거3-4","NaN","NaN","NaN","NaN"
154,"NaN","NaN","거4-1","NaN","NaN","NaN","NaN"
155,"NaN","NaN","거4-2","NaN","NaN","NaN","NaN"
156,"NaN","NaN","거4-3","NaN","NaN","NaN","NaN"
157,"NaN","NaN","거4-4","NaN","NaN","NaN","NaN"
158,"NaN","NaN","거5-1","NaN","NaN","NaN","NaN"
159,"NaN","NaN","거5-2","NaN","NaN","NaN","NaN"
160,"NaN","NaN","거5-3","NaN","NaN","NaN","NaN"
161,"NaN","NaN","거5-4","NaN","NaN","NaN","NaN"
162,"NaN","NaN","거6-1","NaN","NaN","NaN","NaN"
163,"NaN","NaN","거6-2","NaN","NaN","NaN","NaN"
164,"NaN","NaN","거6-3","NaN","NaN","NaN","NaN"
165,"NaN","NaN","거6-4","NaN","NaN","NaN","NaN"
166,"NaN","NaN","거7-1","NaN","NaN","NaN","NaN"
167,"NaN","NaN","거7-2","NaN","NaN","NaN","NaN"
168,"NaN","NaN","거7-3","NaN","NaN","NaN","NaN"
169,"NaN","NaN","거7-4","NaN","NaN","NaN","NaN"
170,"NaN","NaN","거7-5","NaN","NaN","NaN","NaN"
171,"NaN","NaN","거7-6","NaN","NaN","NaN","NaN"
172,"NaN","NaN","거8-1","NaN","NaN","NaN","NaN"
173,"NaN","NaN","거8-2","NaN","NaN","NaN","NaN"
174,"NaN","NaN","거9-1","NaN","NaN","NaN","NaN"
175,"NaN","NaN","거9-2","NaN","NaN","NaN","NaN"
176,"NaN","NaN","거9-3","NaN","NaN","NaN","NaN"
177,"NaN","NaN","거9-4","NaN","NaN","NaN","NaN"
178,"NaN","NaN","거9-5","NaN","NaN","NaN","NaN"
179,"NaN","NaN","거9-6","NaN","NaN","NaN","NaN"
180,"NaN","NaN","거9-7","NaN","NaN","NaN","NaN"
181,"NaN","NaN","거9-8","NaN","NaN","NaN","NaN"
182,"NaN","NaN","거10-1","NaN","NaN","NaN","NaN"
183,"NaN","NaN","거10-2","NaN","NaN","NaN","NaN"
184,"NaN","NaN","거10-3","NaN","NaN","NaN","NaN"
185,"NaN","NaN","거10-4","NaN","NaN","NaN","NaN"
186,"⊙도로의 중앙 우측으로 정상 진행 중인 B차량과 같은 도로에서 역통행하여 마주오는 A자전 거가 충돌한 사고이다.","⊙도로교통법 제13조에 제3항에 따라 차량은 도로의 우측부분을 통행하여야 하는바, A자전 거가 이를 위반하여 역통행을 하였으므로 중대한 과실이 있으나, 자전거는 통상 저속으로 행하므로 B차량으로서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여 상대방에게 가해의 위험성이 현저히 낮다는 점을 감안하여 양측의 기본 과실비율을 60:40으로 정하였다. 제2장. 자동차와 자동차(이륜차 포함)의 사고 제1장. 자동차와 보행자의 사고 목차","거21-1","NaN","NaN","NaN","NaN"
187,"NaN","NaN","거31-1","NaN","NaN","NaN","NaN"
188,"NaN","NaN","거31-2","NaN","NaN","NaN","NaN"
189,"NaN","NaN","거32-1","NaN","NaN","NaN","NaN"
190,"NaN","NaN","거32-2","NaN","NaN","NaN","NaN"
191,"NaN","NaN","거33-1","NaN","NaN","NaN","NaN"
192,"NaN","NaN","거33-2","NaN","NaN","NaN","NaN"
193,"⊙도로에서 정상 진행 중인 B차량과 도로를 횡단하는 A자전거가 충돌한 사고이다.","⊙자전거 운전자가 도로를 횡단하고자 할 경우에는 자전거에서 내려서 횡단보도를 이용하거나 (이 경우 보행자로 취급됨) 탑승한 채로 자전거횡단도를 이용하여야 한다. 따라서 자전거의 도로 횡단행위는 도로교통법 제18조 제1항에 반하는 행위이지만, 자전거는 저속이라는 점 및 자동차가 자전거를 발견하고 회피할 수 있었다는 점 등을 감안하여 양측의 기본과실을 40:60으로 정하였다.","거41-1","NaN","① 도로가 2차로 이상인 경우 자전거의 무단횡단으로 인한 사고의 위험이 가중되므로 A자전 제2장. 자동차와 자동차(이륜차 포함)의 사고 제1장. 자동차와 보행자의 사고 목차","NaN","NaN"
194,"⊙자전거횡단도를 횡단하는 A자전거와 직진하여 자전거횡단도를 통과하는 B차량이 충돌한 사고이다.","⊙자전거는 도로교통법 제15조의 2 및 동법 시행규칙 [별표2]에 따라 자전거 횡단도에 자전거 통행신호등이 설치된 경우에는 그 신호, 자전거 통행신호등이 없는 경우에는 보행신호 등에 따라 횡단하여야 하는바, A자전거가 자전거횡단도를 이용하여 횡단하다가 직진 중인 B차량과 충돌한 것이므로 B차량의 일방과실로 정하였다. 제2장. 자동차와 자동차(이륜차 포함)의 사고 제1장. 자동차와 보행자의 사고 목차","거42-1","NaN","NaN","NaN","NaN"
195,"NaN","NaN","거43-1","NaN","NaN","NaN","NaN"
196,"NaN","NaN","거43-2","NaN","NaN","NaN","NaN"
197,"NaN","NaN","거43-3","NaN","NaN","NaN","NaN"
